age,monthly_income,monthly_expenses,num_dependents,existing_savings,debt_payments,investment_amount,employment_type,has_insurance,financial_health_score,recommended_monthly_saving
30,832033,636940,5,4431485,464241,209896,self_employed,1,100,0
41,1884746,1279936,4,453309,87423,62087,student,0,100,103477
46,1237951,641221,0,4166070,263428,6530,unemployed,1,100,66660
63,234707,133513,1,3034912,254309,215578,self_employed,1,100,0
19,1557507,1212679,0,3257908,52637,220808,unemployed,0,100,58438
33,1260665,991750,1,4493836,405552,224220,employed,0,100,0
29,1965231,1728310,3,1721704,321593,72161,employed,0,100,0
45,680094,442264,3,173826,91537,34926,student,0,100,29258
43,270638,159267,0,1228942,382371,37705,employed,1,100,0
49,1699373,1372504,0,68317,272488,198476,student,0,100,10876
59,1183837,652134,5,3011274,57085,87104,employed,1,100,94923
21,129885,89046,2,2728426,58149,116391,student,0,100,0
22,502142,398813,5,2742939,57137,112717,self_employed,1,100,9238
34,1512868,1363450,0,3978278,440112,153039,employed,1,100,0
37,438432,384812,4,4210416,248731,155673,student,0,100,0
57,201154,146726,5,3647099,435767,172064,self_employed,0,100,0
46,1298706,406946,1,4946613,30880,206686,unemployed,1,100,172175
42,1533027,1195793,2,3155649,287617,30407,employed,0,100,9923
35,489266,252116,5,1753677,73217,103776,self_employed,0,100,32786
39,1415021,1191114,5,4289343,410783,26333,employed,0,100,0
25,1688965,536107,5,4866813,401931,89984,student,1,100,150185
57,625649,233755,5,797430,177702,231168,self_employed,0,100,42838
64,641844,480333,5,1760696,178738,200515,self_employed,1,100,0
57,1806037,853905,4,2293714,268933,223511,employed,0,100,136639
27,1374232,696192,4,4374112,310286,6443,self_employed,0,100,73550
34,623929,349501,0,2998715,396511,43607,employed,0,100,0
63,1644720,696696,2,2195011,231214,604,student,0,100,143361
37,1658538,1424107,3,4868508,125228,1996,employed,0,100,21840
44,1106886,395577,3,579445,293676,127246,employed,0,100,83526
19,1567151,643446,0,1660382,461070,277183,unemployed,1,100,92526
46,1918855,1051287,1,3856377,60169,52171,self_employed,0,100,161479
23,1189172,647241,0,1823811,222030,132752,self_employed,0,100,63980
37,84696,28264,1,2123641,409568,134476,self_employed,0,100,0
54,1912137,994299,4,1484910,431206,267560,employed,1,100,97326
36,1406287,1120561,2,77949,99182,203692,self_employed,0,100,37308
28,1013927,891089,3,2814919,270178,95824,self_employed,0,100,0
35,471312,179358,5,370474,344548,167065,self_employed,0,100,0
56,383904,277747,5,3779377,190754,281556,employed,1,100,0
39,496311,447813,4,2170726,228099,88430,employed,1,100,0
31,707773,350309,0,3581085,116361,149512,student,0,100,48220
59,1809439,1573775,2,3770643,112467,62564,employed,1,100,24639
23,1591064,639161,3,3172815,255146,17010,unemployed,0,100,139351
38,233192,200459,5,2666147,142494,152196,employed,0,100,0
25,770143,444666,4,116178,61342,174501,employed,0,100,52826
35,1265535,1058602,0,1936743,145822,114568,employed,0,100,12222
39,1823455,796589,1,2079469,470419,296526,self_employed,0,100,111289
23,1944170,670370,2,104239,104815,4164,student,1,100,233796
52,1877589,1290435,5,97977,72008,15355,self_employed,0,100,103029
52,696758,329657,1,4656425,199674,149577,employed,0,100,33485
63,1152980,950376,2,3336500,98764,99946,self_employed,1,100,20767
62,1352521,1130851,5,1211796,467876,206287,employed,0,100,0
26,1784061,1374134,1,3209206,102265,211692,self_employed,1,100,61532
33,215335,134262,4,3425304,25576,295792,unemployed,0,100,11099
28,892346,803156,3,1546103,139927,257844,employed,1,100,0
38,583285,396970,0,1317948,18164,122390,self_employed,1,100,33630
59,1651833,688885,3,551786,302168,105290,self_employed,0,100,132155
40,891431,604640,2,1722650,458490,152830,employed,0,100,0
62,1866565,1258689,5,3061051,346426,8476,employed,0,100,52289
37,1985697,1421914,1,4501758,6109,93420,self_employed,1,100,111534
34,327572,119414,5,3568402,328151,74896,employed,0,100,0
48,1364755,1020353,3,3181712,158792,287941,employed,0,100,37121
35,1326194,745516,0,3919586,6300,262892,employed,0,100,114875
46,895589,624040,0,247507,270665,286481,self_employed,0,100,176
49,1088788,978294,3,4679492,405453,50619,student,0,100,0
25,1207730,628157,1,1951329,32853,148156,employed,1,100,109343
26,454589,299424,5,107720,341420,4918,employed,1,100,0
63,634492,508053,2,635917,318347,287138,employed,0,100,0
23,869845,329480,4,210063,87303,162601,self_employed,1,100,90612
22,785180,416359,5,246507,27579,65162,employed,0,100,68248
62,1755539,681907,1,2900887,109506,250187,employed,0,100,192825
30,1185094,1002376,4,3817265,7961,210804,employed,0,100,34951
42,854192,684859,3,3519431,282387,189349,self_employed,0,100,0
48,1731394,875821,3,3265305,163664,193688,self_employed,0,100,138381
51,1845940,588924,3,4983440,235934,27503,employed,1,100,204216
34,379900,215111,2,2456601,346060,151931,student,1,100,0
43,410673,127837,3,4345515,421289,105953,self_employed,0,100,0
37,1848216,905450,1,4224491,36913,291013,employed,0,100,181170
23,808633,353104,1,3640937,65157,166022,self_employed,0,100,78074
49,1445918,653177,2,345346,325105,257822,employed,1,100,93527
50,1016960,760960,0,398534,23026,235114,self_employed,0,100,46594
37,1044995,794888,4,201573,106655,292319,employed,0,100,28690
64,1109667,842348,5,636071,119839,207872,employed,0,100,29495
28,766977,638968,1,4408196,322986,134606,employed,0,100,0
64,1101833,898772,5,244925,340255,275648,unemployed,1,100,0
27,170718,120812,1,3032728,130688,115736,student,0,100,0
60,207680,92940,5,20360,389224,250054,employed,0,100,0
56,1015120,537863,3,1420279,167434,212129,employed,0,100,61964
36,1666841,946151,0,427405,378891,256741,employed,0,100,68359
44,209044,158772,3,3101549,366100,215907,employed,1,100,0
57,646538,419382,2,1838594,107796,13568,unemployed,1,100,23871
51,495609,387836,4,4145737,445065,104654,employed,1,100,0
53,1015840,409656,5,1014472,1160,69396,self_employed,0,100,121004
37,945116,426262,4,3626536,92555,285840,unemployed,0,100,85259
63,226749,76460,3,702205,114463,14667,employed,0,100,7165
22,804499,547330,4,2747553,307924,8865,student,0,100,0
27,1847491,1713313,4,3334769,122385,275750,self_employed,0,100,2358
49,201315,131509,0,3189604,465713,15885,employed,0,100,0
57,270964,120116,1,4489705,384488,91214,employed,1,100,0
57,1760158,1233255,5,317261,158886,99414,employed,0,100,73603
45,597889,443632,2,2155211,104900,58499,employed,0,100,9871
46,1887730,1275360,0,4143538,375172,14888,self_employed,0,100,47439
39,490342,265691,0,4622416,320747,26325,employed,1,100,0
26,830638,697182,3,3107747,389446,179518,employed,0,100,0
19,364446,225785,3,530924,22455,53463,employed,1,100,23241
30,1453022,1370084,3,4509370,403277,63028,self_employed,1,100,0
52,290667,133178,2,1910131,177941,188294,employed,1,100,0
44,729273,324609,3,2126665,69600,230776,employed,0,100,67012
47,206635,72090,1,4712333,218594,51876,self_employed,0,100,0
46,1397851,781818,2,4517330,148700,64526,employed,1,100,93466
52,1567419,723356,4,841661,121194,14066,self_employed,0,100,144573
54,714280,601137,2,40212,170958,133165,employed,1,100,0
43,174029,111025,4,4565160,162078,246039,unemployed,0,100,0
21,1775727,602108,0,2868027,442075,126848,employed,1,100,146308
52,720468,383537,4,4965881,108817,103244,self_employed,1,100,45622
27,1686638,1268603,2,1491293,215047,207265,student,0,100,40597
37,126702,78024,1,2740582,8096,89380,self_employed,1,100,8116
27,501303,265019,1,431883,442220,241420,employed,1,100,0
47,1668715,668941,4,879032,175758,278141,employed,0,100,164803
28,860828,630648,2,2996519,446982,232133,employed,1,100,0
33,1694508,704141,4,4622860,497826,64116,employed,0,100,98508
24,1636471,1416639,4,4276215,205297,274507,employed,0,100,2906
40,517252,487802,0,3760317,57379,55922,employed,1,100,0
57,895595,590421,2,3506242,12071,36517,unemployed,0,100,58620
18,98675,37114,4,1336034,227044,256430,employed,0,100,0
62,1251484,933110,3,4338221,158796,137136,employed,0,100,31915
24,1668034,644497,3,4104665,474280,137379,employed,1,100,109851
58,391369,346844,3,368733,66792,233279,student,0,100,0
21,1827257,1244140,4,75587,474634,34750,employed,1,100,21696
19,733427,601577,2,4269683,335858,284522,student,1,100,0
34,670146,473247,0,2804132,159099,217111,employed,0,100,7559
57,1565637,1004980,3,245309,217201,281155,self_employed,0,100,68691
26,90498,58045,4,4280750,118627,76120,employed,0,100,0
28,230688,180079,4,2822125,355158,103410,self_employed,1,100,0
61,431480,382579,2,1557877,211196,117480,employed,0,100,0
36,1697924,751000,4,3586404,486578,122122,employed,0,100,92069
31,434239,162413,2,50845,168109,180525,employed,1,100,20743
32,301194,101397,0,3465725,452579,5239,employed,0,100,0
64,1629369,1406757,0,2762703,84735,154634,employed,0,100,27575
25,1035022,392844,4,880863,250363,156224,self_employed,0,100,78362
50,517021,366390,1,4102399,476272,233256,self_employed,1,100,0
19,630174,317364,0,2748781,158595,200630,employed,1,100,30842
19,1504512,1002203,2,3217514,120873,68200,student,1,100,76287
37,490507,174234,4,4104972,497771,112880,employed,1,100,0
40,1421806,962857,5,1356184,406009,69685,self_employed,0,100,10587
35,937763,816476,5,1108023,230433,29325,employed,0,100,0
47,306002,144696,1,3683765,429997,278155,unemployed,1,100,0
38,1823862,928587,0,869837,13958,167667,self_employed,0,100,176263
53,1898741,838812,2,4366528,296228,123100,employed,1,100,152740
20,454647,174763,5,765520,143123,265887,employed,1,100,27352
34,1723117,598020,4,3483188,306658,194313,self_employed,0,100,163687
41,1986327,1461263,2,2399143,85660,179282,employed,0,100,87880
55,1128295,592581,4,2640916,73440,47944,self_employed,0,100,92454
21,1674980,1001223,1,1139046,289699,18930,unemployed,0,100,76811
26,1559695,794073,2,478705,138950,34322,self_employed,1,100,125334
50,1552130,1216579,5,345964,294327,9352,employed,0,100,8244
51,1534827,1141529,2,1239578,174303,91994,self_employed,1,100,43798
62,169475,124177,0,2916414,475140,214919,unemployed,0,100,0
49,331468,264456,2,4191988,11064,194902,employed,0,100,11189
25,748966,508495,0,2852379,31758,229814,unemployed,0,100,41742
32,1116568,405550,2,3203550,450239,33704,unemployed,0,100,52155
48,787956,452939,2,2528765,133749,299212,employed,0,100,40253
22,443017,224127,0,3685602,391276,76086,employed,0,100,0
59,1476125,771392,0,104315,417268,287635,student,0,100,57492
59,927363,396354,5,813276,23084,31128,employed,1,100,101584
46,1516358,613606,0,1577129,100917,63247,unemployed,1,100,160366
31,536121,323351,1,4020134,55014,124159,self_employed,0,100,31551
30,692963,645362,4,651577,445697,166442,student,1,100,0
43,1449774,455939,5,1803171,205751,140795,employed,0,100,157616
37,56667,27405,3,2322418,254375,204113,employed,1,100,0
48,1546530,1434693,4,481915,405731,62024,employed,0,100,0
53,1330483,707559,4,2117216,223616,174754,student,0,100,79861
44,1660327,1204475,4,4673275,160783,194914,self_employed,0,100,59013
54,1462999,693360,5,4910775,110853,51197,employed,0,100,131757
50,760229,495930,1,2705583,240455,42980,employed,1,100,4768
46,1269867,524194,5,1707503,203983,160227,student,0,100,108337
44,1703991,1107842,4,1584601,108903,59096,employed,0,100,97449
21,272427,166594,5,3747206,54702,214596,unemployed,0,100,10226
28,1730787,1458422,1,4322035,159819,62332,employed,0,100,22509
42,1767922,1454333,3,364324,53125,209834,self_employed,1,100,52092
22,1563878,654526,3,3323215,485860,186070,employed,0,100,84698
19,1214314,1106458,0,1619137,297391,173378,employed,1,100,0
57,1140549,630873,4,4707823,381441,290975,unemployed,0,100,25646
30,1168065,388830,4,3065942,301799,67449,employed,0,100,95487
44,1017633,355917,0,4801192,362442,172285,employed,1,100,59854
56,1309069,748953,1,4747103,6588,250080,employed,0,100,110705
34,1574196,1380310,4,4399011,473226,217414,employed,1,100,0
48,1991730,799889,4,1383175,27017,139916,employed,1,100,232964
28,864253,529298,5,2130474,93281,129362,self_employed,0,100,48334
26,1799266,1169945,5,467214,392522,209671,unemployed,0,100,47359
28,628648,552769,3,4864973,271081,264240,unemployed,0,100,0
24,1943128,598611,1,1702405,268922,233943,unemployed,1,100,215118
54,1261519,1108442,1,865164,171617,208485,unemployed,1,100,0
23,60176,28617,3,561611,173183,258987,employed,0,100,0
47,718293,622377,1,63002,324170,20405,employed,0,100,0
46,1429921,823081,5,3159841,129890,105298,employed,1,100,95389
48,1222644,626967,0,1261746,172989,137630,employed,0,100,84537
40,950303,896581,4,4369482,135027,50967,employed,1,100,0
30,1498906,1212027,2,4033691,182279,288678,self_employed,0,100,20919
54,1997217,1229029,5,935202,309897,143420,employed,0,100,91658
29,1653116,897377,0,1697406,147551,143619,employed,1,100,121637
62,675914,343119,3,1820947,386739,200113,employed,0,100,0
35,286821,214995,3,2718666,280054,265069,unemployed,0,100,0
29,1466172,836952,3,682708,187651,216500,employed,0,100,88313
20,1641372,1185747,2,4684308,480514,95899,unemployed,1,100,0
53,1192314,679717,0,834906,21932,252671,employed,0,100,98132
34,1777148,962252,2,4028585,385005,41603,employed,1,100,85978
27,277144,142905,5,518104,70173,280489,self_employed,1,100,12813
30,949638,852118,4,4985529,62538,284395,self_employed,0,100,6996
40,163632,130600,3,2919929,273070,268607,employed,0,100,0
47,1998869,1450828,2,69775,416801,262883,employed,1,100,26247
45,597804,437897,4,1506908,31298,1903,employed,0,100,25721
40,1372590,574331,4,1286330,129270,129566,employed,0,100,133797
22,1470321,1335232,5,2812136,271672,153059,student,1,100,0
47,692411,255256,4,872002,92393,185283,employed,0,100,68952
26,1363133,607457,3,3020669,154516,18209,employed,1,100,120231
51,1100170,347343,1,3909529,146856,7562,self_employed,0,100,121194
43,600141,323999,4,1567368,456778,92315,student,0,100,0
34,552507,276169,1,1162587,334538,101669,employed,0,100,0
51,1853474,1570603,4,4348492,105431,243041,employed,1,100,35487
21,1978375,1451065,2,4021398,104244,148878,self_employed,0,100,84613
31,1143686,932610,5,1666356,301026,32700,self_employed,0,100,0
19,1330079,527587,4,1909424,340263,67463,employed,0,100,92445
23,1982499,1330464,3,2610664,29772,36072,self_employed,0,100,124452
26,1938461,1198683,3,2841451,382936,65380,employed,1,100,71368
41,1868290,1078328,1,3811237,64964,171200,employed,1,100,144999
31,1852096,1751411,1,3137044,338167,66697,unemployed,0,100,0
30,903289,533170,5,3160478,310516,77840,self_employed,1,100,11920
28,1186271,438299,0,3055480,122953,226637,self_employed,1,100,125003
57,115687,37198,2,4819373,123237,144640,employed,0,100,0
42,1137264,931089,5,1620816,443507,86026,employed,1,100,0
47,1604209,491327,0,519629,135265,182952,employed,0,100,195523
41,196636,176316,5,181775,129091,32489,student,0,100,0
51,1486713,647524,4,2447337,309336,53506,employed,1,100,105970
40,788897,688703,1,1689360,164592,186640,employed,1,100,0
36,1443759,1178444,3,917069,235234,202047,employed,0,100,6016
18,1064048,464630,2,4136386,65941,193184,employed,1,100,106695
32,1996085,1683891,3,574658,71702,205343,employed,1,100,48098
58,1081131,550040,5,1758275,417175,137112,employed,0,100,22783
63,1343603,585177,1,1837883,148425,275802,employed,0,100,122000
33,1463356,642963,0,2937245,170946,166062,unemployed,1,100,129889
51,649400,563621,2,1297828,205322,184746,employed,1,100,0
60,1942239,601108,1,2762375,115515,292176,self_employed,1,100,245123
18,1121781,875979,3,4171294,318497,30846,self_employed,0,100,0
39,1167048,958886,4,312147,208143,195309,employed,0,100,3
19,1681873,909656,4,4921476,305305,194104,employed,0,100,93382
30,1609681,1221549,4,3970730,422642,179025,employed,1,100,0
52,1952901,1734759,5,773042,326570,174666,unemployed,0,100,0
38,642396,419626,0,4569305,21394,137256,employed,0,100,40275
58,467801,338970,3,2661007,463771,276391,employed,0,100,0
25,1900435,1435252,2,4655527,390575,225770,employed,1,100,14921
46,807148,746667,1,2439804,170341,115425,employed,0,100,0
63,123203,70590,4,1815386,58291,170338,employed,1,100,0
26,1095261,726693,4,352363,286591,103559,self_employed,1,100,16395
21,1562100,942961,0,967468,355924,286750,unemployed,1,100,52642
20,1455534,735337,4,3408150,135918,31595,employed,0,100,116855
60,1439483,1314265,0,2255317,20816,37628,employed,1,100,20880
21,692971,428355,0,3165312,217137,157454,self_employed,0,100,9495
44,1811894,1639737,0,2374264,386926,269660,employed,1,100,0
54,915628,864510,4,1894562,445737,286711,self_employed,1,100,0
63,392601,336534,4,1392661,26704,124062,self_employed,0,100,5872
47,133738,54480,5,1527324,422453,257926,self_employed,1,100,0
32,1560590,507143,2,3523773,16711,282879,student,0,100,207347
33,1016656,662784,0,919690,186454,37592,employed,1,100,33483
45,787908,511981,5,2337907,358170,239308,employed,0,100,0
29,1152054,798536,1,2662996,452093,49481,employed,0,100,0
42,1451346,489179,5,1615476,146173,22034,unemployed,1,100,163198
45,827227,403857,3,4762442,44313,200880,employed,0,100,75811
63,1019405,635215,0,4390701,225769,224258,unemployed,0,100,31684
21,1027945,652054,5,1230728,447570,4575,self_employed,0,100,0
52,1130923,1035106,1,2021254,254369,51422,employed,0,100,0
56,1394252,1293280,0,2606083,414077,269897,employed,0,100,0
22,317666,278984,4,121506,77710,191976,self_employed,1,100,0
46,1070407,495293,5,2635915,120835,220972,self_employed,1,100,90855
34,1030915,738758,4,2094313,393984,79777,employed,1,100,0
48,1869285,893833,2,4430566,361579,241756,self_employed,0,100,122774
29,1038068,952862,2,2427610,498267,5275,student,0,100,0
53,1434222,902081,0,2888796,4519,72629,self_employed,1,100,105524
48,266860,223745,4,1938319,248521,299913,self_employed,0,100,0
28,1049707,583062,0,2972721,248411,164639,self_employed,0,100,43646
63,728436,399150,5,3235442,227900,236365,employed,0,100,20277
56,944516,304045,1,4072774,244131,49183,self_employed,0,100,79267
47,428299,256406,0,3586876,361873,246260,employed,1,100,0
49,1320466,948563,2,124125,361831,125491,student,0,100,2014
25,289863,111426,3,4071588,427394,165111,employed,1,100,0
27,1483942,623478,1,2398637,215722,234423,employed,0,100,128948
28,1272360,1185283,2,654923,270637,128356,self_employed,0,100,0
44,1478217,1146415,4,3042862,316921,257938,self_employed,0,100,2976
23,823613,733470,0,1479744,329423,220693,employed,1,100,0
58,773413,471392,2,4862957,387611,131186,employed,0,100,0
23,1530612,637443,5,954602,86336,133719,self_employed,0,100,161366
56,725364,296051,2,3051928,80947,101800,employed,1,100,69673
47,1323484,863006,4,3350396,408142,282170,employed,0,100,10467
35,1812155,1386303,3,181605,231435,95159,self_employed,0,100,38883
56,1779878,1593574,4,3927500,29023,76650,self_employed,0,100,31456
56,1273201,718919,0,166434,309272,102481,employed,0,100,49001
31,1383586,707794,5,4930248,126203,4519,unemployed,0,100,109917
32,97508,88510,4,95068,87790,113268,employed,0,100,0
53,784701,466777,0,4388811,187043,121804,self_employed,1,100,26176
40,134935,86132,5,603810,378342,185541,student,1,100,0
53,1310861,776032,5,1019715,454372,55672,employed,1,100,16091
42,722189,577285,4,1115396,238228,237327,employed,1,100,0
26,681752,236063,3,3334104,176382,207633,self_employed,0,100,53861
54,681832,575233,0,2398735,282861,42409,employed,0,100,0
41,282752,156858,0,2618579,272331,133757,employed,0,100,0
36,1921627,1782969,2,41616,46029,293456,self_employed,0,100,18525
53,1276257,632142,4,4731646,289214,67585,employed,0,100,70980
51,238452,144427,2,1947754,91698,66001,employed,0,100,465
28,811882,466472,1,4049137,197914,51319,unemployed,0,100,29499
52,1396066,1146067,0,3367073,123921,31286,employed,1,100,25215
45,986997,726942,3,1739833,232884,120593,employed,0,100,5434
58,314882,226859,3,3701040,367345,262504,employed,0,100,0
48,736258,562730,0,4624999,395767,14362,self_employed,0,100,0
53,1325324,1223801,2,2737087,317622,174313,employed,0,100,0
50,1313172,801916,0,2724901,318689,148229,self_employed,1,100,38513
32,1911918,1383455,1,2743061,397770,214880,employed,1,100,26138
19,1164350,866896,5,2485646,433998,144101,employed,1,100,0
56,1217114,1043190,1,451377,115492,272316,self_employed,0,100,11686
44,117017,57026,1,3359681,424243,109145,employed,0,100,0
64,415766,342640,0,434581,157926,39306,self_employed,0,100,0
33,748982,467752,5,4385627,309473,260614,employed,0,100,0
20,1354311,420519,4,3131721,104309,124373,self_employed,0,100,165896
44,734513,293436,2,4069455,105787,259837,unemployed,0,100,67057
49,259819,219698,3,1420977,194840,114981,employed,0,100,0
52,1278815,606649,5,1553677,128890,51383,employed,1,100,108655
41,1271140,626732,4,1189818,231200,164625,self_employed,1,100,82641
24,670315,521404,5,3571554,88288,59554,self_employed,1,100,12124
57,54651,40760,0,2143962,31232,164140,employed,0,100,0
36,479265,284066,2,4683914,43685,174463,employed,1,100,30302
22,1935797,1499356,5,1129862,304812,1180,student,1,100,26325
56,351081,244620,0,713895,353414,324,employed,1,100,0
25,1184823,496398,3,2955946,9739,186199,employed,1,100,135737
42,546031,262051,0,4208801,183107,40189,self_employed,1,100,20174
39,352502,120461,0,1816452,353945,268831,employed,0,100,0
19,583673,426076,4,1171046,168329,100957,self_employed,1,100,0
57,1095692,368187,0,2934935,292039,293636,employed,1,100,87093
63,189081,148006,3,4080857,474673,61611,employed,0,100,0
27,599632,387556,4,4662178,305560,149089,employed,1,100,0
35,1015147,594064,0,1002349,307551,265777,self_employed,0,100,22706
42,1123200,772689,0,4096228,118719,255209,employed,1,100,46358
33,1913743,1344808,1,942338,341301,16209,employed,0,100,45526
32,454736,309168,5,4049852,455525,136675,self_employed,1,100,0
24,742771,567184,1,409541,64666,27897,employed,0,100,22184
29,1207142,861227,4,2177969,234127,241596,employed,1,100,22357
49,378375,232323,5,455033,45298,32454,employed,0,100,20150
20,1832669,1537974,3,3694290,375131,184555,employed,1,100,0
18,1700408,1586287,0,3808451,437180,298775,unemployed,0,100,0
60,357783,249798,5,3334583,447829,143477,employed,1,100,0
40,1016563,775500,5,766701,329154,267256,employed,0,100,0
52,1612811,1016864,5,4187555,484223,164390,self_employed,1,100,22344
18,789007,442296,2,3496002,10661,47886,employed,0,100,67209
61,643518,553119,4,616027,177471,82757,student,1,100,0
61,647042,275985,5,3028021,459562,14852,student,0,100,0
37,1636172,1224992,4,3560860,477951,204207,employed,0,100,0
33,758614,295250,0,187595,29028,141387,unemployed,1,100,86867
54,1854021,1480065,4,3071864,404177,153323,employed,0,100,0
62,1828489,827428,2,2259276,330875,166869,employed,1,100,134037
52,1800601,1250626,5,2319574,337293,261592,self_employed,0,100,42536
54,148780,58107,5,3761985,495679,35467,unemployed,0,100,0
18,1747424,524908,4,247202,187614,28609,employed,1,100,206980
64,593636,464184,3,3528989,175038,154886,student,0,100,0
51,88389,76800,5,3285857,27611,225297,employed,0,100,0
38,913563,748842,5,2844717,138692,182959,self_employed,0,100,5205
43,1606857,620820,2,2007861,43056,247751,self_employed,1,100,188596
31,971562,439673,5,2345057,75207,254469,employed,0,100,91336
35,1321808,1104867,3,1590765,141816,278060,unemployed,0,100,15024
41,1836252,570939,1,2370355,11601,183099,student,1,100,250742
52,638723,411002,1,1501701,232342,179910,employed,1,100,0
18,852171,718598,0,440290,483958,109463,employed,1,100,0
64,1120394,478290,0,3384583,263583,17115,unemployed,0,100,75704
60,1433004,564126,4,1699034,479023,192656,employed,1,100,77970
33,468737,195984,1,4270255,121187,95994,self_employed,0,100,30313
63,1365129,1080023,4,1178497,359179,165347,employed,0,100,0
56,1920503,1781048,4,3809416,287417,104829,employed,0,100,0
55,185112,80933,3,1178071,169458,270525,unemployed,0,100,0
38,1799293,666837,2,4171093,450711,31237,employed,0,100,136348
41,176724,84127,3,3970573,401154,229634,employed,1,100,0
43,587955,218753,3,1941140,94549,133065,employed,1,100,54930
64,822452,249456,3,4968907,275713,286986,self_employed,1,100,59456
63,1488797,881923,5,1731956,176343,256086,unemployed,1,100,86106
56,1639399,1292498,2,1659899,329991,273539,employed,1,100,3381
35,1304097,654972,5,1991668,467044,30342,employed,0,100,36416
58,921603,474772,3,4264896,200832,204569,employed,0,100,49199
41,706972,316795,5,4267769,287484,166121,employed,0,100,20538
61,1350384,520670,5,3393014,90084,99995,unemployed,0,100,147925
45,1840132,631905,0,546297,78125,35573,employed,0,100,226020
37,1987035,1332595,4,2448954,309831,9512,self_employed,0,100,68921
56,333412,265612,3,839473,46808,26850,employed,1,100,4198
34,1733687,1087690,1,460502,326175,163878,employed,1,100,63964
38,187759,159361,2,727217,109327,98639,employed,0,100,0
35,75070,45052,4,4462835,131102,117769,self_employed,0,100,0
19,1801092,623709,3,572733,176260,13894,employed,1,100,200224
54,581688,402891,2,4745293,95146,55576,student,0,100,16730
53,1744817,1334461,5,1896885,146060,144285,employed,1,100,52859
34,1266268,481459,2,1817582,117642,124710,employed,0,100,133433
60,813676,521012,1,4563374,217794,76697,employed,0,100,14973
23,1169965,576999,2,3594011,313376,2453,employed,0,100,55917
52,637613,590207,4,818367,182915,122635,self_employed,0,100,0
57,1408472,616510,2,1247384,68082,273749,employed,1,100,144775
51,1260565,937488,3,4837194,311789,214849,employed,0,100,2257
39,1818494,910330,0,4963117,195733,168379,self_employed,0,100,142486
54,1775174,1012962,2,3643497,223545,37607,employed,0,100,107733
49,1925587,1612849,4,2390283,11195,297533,self_employed,0,100,60308
27,657338,623266,3,3177754,302829,205710,employed,0,100,0
23,1829278,692682,5,812279,169190,276263,student,0,100,193481
30,992410,594133,2,3171628,199530,35846,student,0,100,39749
23,295366,207693,2,218312,422370,277221,self_employed,0,100,0
53,1202542,667828,3,2673095,168528,165845,student,1,100,73237
50,1956749,754712,2,1713655,304223,64096,self_employed,1,100,179562
19,1011307,319086,3,3535528,477721,233376,unemployed,1,100,42899
33,1103989,353659,1,1181947,201614,142148,student,1,100,109743
57,188031,117214,5,3688315,328095,198382,student,0,100,0
42,1544051,875821,0,3428792,261300,267396,student,1,100,81385
37,213123,199596,2,983104,388156,18988,unemployed,0,100,0
44,1430937,1277604,1,417193,114299,11521,employed,1,100,7806
63,340397,237360,3,2520118,422915,138351,student,0,100,0
32,1722553,1048213,0,2574881,1501,213765,self_employed,1,100,134567
57,805854,542051,2,1685406,55250,229450,unemployed,0,100,41710
27,1616976,973191,5,330702,293865,272614,self_employed,0,100,69983
55,1279771,672337,1,4902030,9872,11136,self_employed,1,100,119512
44,1216004,847239,3,901047,143184,212929,employed,1,100,45116
34,178755,161725,2,1155895,54283,243102,employed,0,100,0
39,1621677,1167432,1,3954278,7886,187234,employed,1,100,89271
56,490435,203693,0,3198979,255964,218591,self_employed,1,100,6155
31,1702292,1037240,0,2291413,64138,108984,employed,0,100,120182
60,137896,56837,5,2336697,186074,194403,employed,0,100,0
45,550027,207708,5,3997069,4877,233067,employed,0,100,67488
25,538983,277186,1,747476,357390,188856,employed,0,100,0
25,79654,34208,0,32007,299276,35585,employed,0,100,0
46,1217518,1105461,0,2040473,291105,226941,employed,0,100,0
58,280188,94231,1,275059,161028,222858,self_employed,0,100,4985
18,312554,289640,3,72777,425331,204607,employed,0,100,0
62,1724468,1459801,4,3520369,212549,174225,employed,1,100,10423
26,1708891,802886,2,1636218,180142,76164,employed,1,100,145172
25,596134,214711,0,4457449,427007,145682,employed,0,100,0
21,243329,162677,3,3223708,303836,188804,employed,0,100,0
38,1295777,596146,3,4242868,42,75083,student,0,100,139917
22,1219291,564358,5,952687,176608,209883,employed,1,100,95664
58,741220,498895,4,3679199,81913,237165,self_employed,1,100,32082
58,495240,295896,1,549649,417047,146863,employed,0,100,0
58,1281993,807006,0,73244,389547,121573,employed,0,100,17087
55,1518434,770466,2,3889027,134108,87830,employed,0,100,122771
40,1745760,891639,0,1052310,322080,298550,student,1,100,106408
40,1215242,1154020,2,1779024,409857,105633,employed,0,100,0
19,291574,161995,2,1063012,90401,139734,employed,0,100,7835
20,1594059,709246,4,4911266,206813,20704,student,1,100,135599
28,555928,421340,5,3202935,253649,116201,employed,1,100,0
45,824709,667561,2,2284971,135614,66764,employed,1,100,4306
20,428045,193860,1,2121948,69501,223452,employed,1,100,32936
26,682453,253235,2,3075427,45634,133630,employed,1,100,76716
49,613091,301107,3,2924155,410831,288413,student,0,100,0
62,328407,210645,3,4355349,7049,167223,employed,1,100,22142
63,216545,118560,5,1838409,70030,3938,employed,1,100,5590
27,1583563,634181,0,3690481,457163,39043,employed,0,100,98443
