age,monthly_income,loan_amount,duration_months,existing_debt,num_dependents,employment_type,education,credit_history,collateral,approved
42,1628458,4214133,36,562143,5,self_employed,none,1,0,1
20,1859771,1705464,48,656820,0,employed,tertiary,1,1,0
56,319515,1456819,6,495407,3,self_employed,tertiary,1,0,0
40,1670179,928835,6,571934,3,employed,none,1,0,1
45,1837500,673578,24,434468,0,student,primary,1,1,1
55,1750115,3327560,12,403051,2,self_employed,tertiary,0,1,0
42,282520,3219870,48,113947,4,employed,secondary,1,1,1
20,1702390,2519485,48,10910,0,self_employed,secondary,0,0,0
59,1342035,3081946,6,607045,5,employed,tertiary,1,0,0
34,721986,2429093,48,484365,2,employed,primary,1,0,0
40,1971013,4552748,12,752249,0,self_employed,secondary,0,0,1
28,287330,2810451,18,759510,1,employed,primary,0,1,0
28,1204149,4848064,18,794895,5,self_employed,primary,1,1,0
29,974634,747389,12,144408,5,employed,secondary,1,1,1
45,187900,4505978,48,550822,3,self_employed,tertiary,0,1,0
60,369658,3816176,48,657729,1,employed,secondary,1,1,0
54,550364,4291244,48,418597,1,self_employed,tertiary,1,1,0
44,1604316,4223414,60,898728,5,employed,tertiary,0,0,0
45,1334283,4977611,24,347238,4,employed,secondary,1,0,1
30,1806600,3954840,36,874337,2,employed,none,1,0,0
57,1603493,3870730,12,492402,3,employed,tertiary,1,1,1
21,1771819,2899310,12,489706,1,employed,secondary,1,1,1
26,748419,2898411,60,287551,3,employed,none,1,1,1
37,1575870,3394443,12,848984,5,student,tertiary,1,1,0
46,1796868,1106504,12,167011,2,employed,secondary,0,1,0
53,573116,2494149,60,616591,0,self_employed,tertiary,1,0,0
46,1553061,2264669,12,985080,1,self_employed,tertiary,1,0,0
36,563066,2004702,48,259153,2,employed,tertiary,1,0,0
62,1960994,4639079,60,419386,3,self_employed,tertiary,1,1,1
63,1970967,1149469,24,596196,5,unemployed,secondary,1,0,0
43,314179,4194111,6,124506,2,employed,none,1,1,0
44,1208343,2710038,48,284513,0,unemployed,tertiary,1,1,0
26,483961,1237171,48,990602,2,employed,tertiary,1,0,0
25,591529,2983361,36,962048,5,self_employed,primary,1,1,0
43,627263,471655,60,792332,3,employed,tertiary,1,1,0
52,204226,849717,6,40733,1,employed,tertiary,1,1,1
48,1012454,2532266,12,873668,1,self_employed,tertiary,1,1,0
62,541818,971806,6,762129,4,employed,none,1,0,0
41,106396,3457129,24,655949,3,employed,none,1,1,0
45,1591019,841043,18,846476,4,employed,secondary,1,0,0
47,168920,3351112,48,982815,4,self_employed,tertiary,0,0,0
40,456547,1243728,60,975430,5,employed,primary,1,1,0
26,244999,1554329,60,725959,5,employed,secondary,1,0,0
36,1709090,1827850,6,871985,5,employed,primary,1,1,0
39,1707583,585888,36,739270,0,self_employed,tertiary,1,0,1
60,113014,3968446,24,350579,3,self_employed,none,1,1,0
39,1662210,2618921,18,49008,1,employed,secondary,0,0,0
41,644699,4984164,24,523343,3,employed,secondary,1,1,0
47,235550,4862940,60,591082,5,employed,none,1,0,0
59,1766190,2252888,12,79134,0,unemployed,tertiary,1,0,0
26,1285382,1909722,18,920370,3,self_employed,secondary,1,1,0
20,1520413,4174741,60,315034,3,employed,tertiary,1,1,1
51,1083994,2602192,36,377403,4,unemployed,tertiary,1,1,0
32,388585,185797,18,434720,3,employed,none,1,0,0
49,1144697,2583573,60,446590,4,employed,secondary,1,1,1
42,1094890,1774620,36,291548,4,student,primary,0,1,1
38,1835354,2632229,12,327367,2,unemployed,primary,0,1,0
51,372341,3162734,36,787069,5,self_employed,primary,1,0,0
49,1183153,4880165,24,745512,0,employed,tertiary,1,0,0
48,406778,408062,6,365330,4,employed,none,1,1,1
64,1347682,3005251,24,277972,3,unemployed,tertiary,1,1,0
48,1534223,2127645,60,184616,4,self_employed,none,1,1,1
49,1085141,1451471,60,484948,4,employed,none,1,1,1
35,1591037,4829897,48,626264,4,employed,secondary,1,1,1
59,1985219,1766548,24,569385,1,unemployed,secondary,0,0,0
38,710197,4454003,18,637559,1,student,tertiary,1,1,0
37,555200,1068143,12,818454,1,self_employed,primary,1,1,0
20,1581817,4150321,48,556490,1,self_employed,tertiary,1,0,1
33,526379,4208527,48,28704,2,employed,secondary,1,1,1
21,1570871,1937145,48,91411,4,self_employed,tertiary,0,1,0
47,1504407,2147711,60,653976,2,self_employed,tertiary,1,1,1
49,575754,87361,6,547929,3,employed,secondary,1,0,0
57,1915779,2948845,36,299623,5,unemployed,tertiary,1,1,0
23,1086149,3513227,18,209843,0,student,secondary,1,1,1
20,396030,2507856,60,808459,2,employed,primary,1,0,0
27,378055,1811856,12,305056,1,unemployed,tertiary,0,1,0
48,1852502,2391102,60,506313,1,self_employed,secondary,1,1,1
58,1512538,3621488,6,370371,3,self_employed,tertiary,1,1,1
22,138422,50037,60,485774,4,unemployed,primary,0,1,0
51,1601676,3667177,60,202546,0,employed,tertiary,0,1,0
29,1065691,4547868,24,128773,2,self_employed,tertiary,0,0,0
29,385513,671531,12,109658,4,employed,primary,1,0,1
38,1886901,703668,48,566980,4,self_employed,secondary,1,1,1
53,1391293,3454158,12,623172,5,employed,tertiary,1,0,1
52,1719771,2706040,12,556497,5,employed,secondary,1,1,1
42,1008378,753645,24,712923,2,employed,primary,1,0,0
47,782722,4961672,36,843170,2,employed,tertiary,1,1,0
51,936388,1355927,60,299386,2,employed,secondary,0,0,0
26,1841396,2671872,18,927445,2,employed,tertiary,1,1,0
48,1880957,643975,48,924577,1,self_employed,tertiary,1,1,0
27,1525159,2915728,36,107966,4,unemployed,primary,1,1,0
20,1250847,4033063,6,693187,4,student,secondary,1,0,0
22,1084104,2332373,60,177297,1,unemployed,secondary,1,1,0
43,403548,2890152,48,692456,4,unemployed,tertiary,1,0,0
42,1828264,2600552,18,705906,2,employed,secondary,1,0,1
27,894156,902224,60,852889,0,self_employed,secondary,0,1,1
56,1971141,2442735,6,391401,5,self_employed,primary,0,1,0
22,1266053,1411968,24,330453,5,employed,primary,1,1,1
52,1327880,3672546,36,987502,4,self_employed,tertiary,1,1,0
47,1076163,4945035,60,610784,0,employed,secondary,1,0,0
27,1638853,3656940,48,685628,5,student,primary,1,0,1
53,865363,3118929,12,740714,0,self_employed,secondary,1,0,0
54,1894298,3650200,18,760397,1,student,primary,1,1,1
51,1744000,609031,60,110078,3,employed,primary,0,1,0
43,1440598,2751243,48,959582,4,employed,secondary,0,0,0
33,402621,2169228,12,788297,1,student,primary,1,0,0
51,522697,4485728,48,96242,1,employed,tertiary,1,0,1
62,781658,256384,60,815319,0,employed,primary,0,1,0
35,1749163,3577089,6,443092,4,self_employed,tertiary,1,0,1
23,735493,4185554,12,882479,1,unemployed,secondary,0,1,0
56,817976,4389242,12,688839,2,employed,tertiary,1,0,0
40,1728550,3038088,48,128863,1,employed,primary,1,1,1
33,1468006,1029907,24,40478,2,employed,none,0,0,0
50,528705,263968,60,943905,3,employed,tertiary,0,0,0
37,352619,4632692,24,159574,2,employed,primary,0,1,0
26,656954,344957,36,775128,2,unemployed,secondary,0,1,0
29,408766,1951737,6,898182,0,self_employed,tertiary,1,1,0
26,1811592,2397855,24,275538,1,unemployed,none,1,0,0
52,1758569,1514458,48,229766,3,employed,secondary,1,1,1
42,1509096,2352743,60,664622,1,self_employed,secondary,1,0,1
40,157573,4638156,24,4487,2,student,secondary,1,1,1
38,1851756,1035461,36,682701,5,self_employed,secondary,1,0,1
38,1931554,2671021,18,258432,2,employed,secondary,0,0,0
55,319152,3405361,36,108924,1,student,secondary,0,0,0
48,360435,1856423,12,785484,3,employed,primary,1,0,0
37,208477,2000408,60,406786,5,unemployed,primary,1,0,0
21,1346717,677915,12,581556,3,employed,tertiary,1,1,1
20,348530,3644128,24,29605,0,self_employed,tertiary,0,0,0
24,1713773,1226957,24,595890,2,student,secondary,0,0,0
39,1250475,1456427,36,682083,2,employed,tertiary,1,0,0
30,869472,3539550,36,200180,0,employed,secondary,1,0,1
61,1683218,3945090,48,864638,1,employed,secondary,1,0,0
21,390687,1895786,6,977602,2,employed,tertiary,0,0,0
22,1641021,2815013,48,93375,1,employed,tertiary,1,0,1
42,1065197,86382,12,441923,3,self_employed,tertiary,1,1,1
31,609603,912219,48,704388,5,employed,primary,0,1,0
39,1396652,1768303,36,880369,5,employed,primary,0,1,0
24,464380,4102127,60,581209,5,employed,tertiary,1,1,0
56,1768350,1324856,48,322904,4,employed,secondary,1,1,1
57,1881533,3851082,18,665609,0,self_employed,primary,0,0,0
49,1998888,3396668,6,592135,5,self_employed,tertiary,1,0,1
28,1230594,3979268,36,621835,2,unemployed,secondary,1,1,0
53,851125,2757260,60,305983,0,employed,secondary,1,1,1
63,339385,3255677,24,760437,3,employed,secondary,1,1,0
54,951626,2556068,48,563961,3,employed,primary,1,1,0
41,145790,1685407,36,527930,3,employed,primary,1,1,0
63,983044,4142550,24,923842,3,self_employed,secondary,1,1,0
43,646543,533075,24,507866,4,unemployed,secondary,1,1,0
36,1818693,4009770,12,313905,1,employed,tertiary,1,0,1
29,1270851,1827310,12,533910,1,employed,primary,1,1,1
49,1815797,377370,60,48423,5,self_employed,tertiary,0,1,0
42,1360015,2978751,36,567161,4,self_employed,secondary,1,1,1
51,1109926,2214533,60,759904,1,employed,secondary,0,0,0
36,1809448,883142,36,47565,3,self_employed,secondary,1,1,1
36,368953,4523214,18,663166,1,student,secondary,1,0,0
33,151894,4346720,6,787189,0,employed,tertiary,1,1,0
28,1458277,3732796,6,485462,5,employed,secondary,1,1,1
59,486048,892653,36,938974,1,employed,tertiary,0,0,0
21,1654592,1886517,12,6220,0,self_employed,secondary,1,1,1
64,329720,401637,48,894840,2,employed,tertiary,0,1,0
44,1520793,227946,60,616139,0,student,tertiary,1,0,1
58,1619417,914899,18,710114,0,self_employed,secondary,0,0,0
28,1181960,313503,6,879761,3,employed,tertiary,0,0,0
41,1098966,2368292,36,127636,3,employed,tertiary,1,1,1
62,1579327,2076393,12,997356,5,self_employed,none,1,0,0
23,881868,3052083,12,500846,3,employed,primary,0,1,1
45,1634433,4576226,12,415721,0,student,tertiary,1,0,1
48,456245,2429897,60,814720,4,employed,tertiary,1,0,0
64,72490,1344416,48,598780,3,employed,tertiary,1,0,0
53,882307,2035196,24,281253,3,self_employed,tertiary,1,0,1
42,1592656,3968198,60,773416,0,employed,none,1,1,0
56,1890875,1610121,48,396713,2,self_employed,none,0,1,0
30,655108,493035,12,57326,2,employed,tertiary,1,0,1
25,1460235,3149072,36,9864,1,self_employed,secondary,0,0,0
37,321265,2085115,18,748877,5,employed,tertiary,0,1,0
40,51539,739317,48,349706,2,employed,primary,1,0,0
61,1508819,4602636,36,74310,3,self_employed,secondary,1,0,1
55,1488122,801240,60,381598,4,employed,none,1,0,1
60,1959237,4365596,60,243415,1,employed,tertiary,0,1,0
57,362579,4334874,12,807449,5,employed,none,0,0,0
53,565584,1045791,18,395037,4,employed,tertiary,1,1,0
36,113965,2270943,6,574625,4,student,secondary,1,1,0
56,1613825,3112138,6,438701,3,employed,none,1,0,1
44,1471768,1591121,60,83557,0,self_employed,secondary,1,0,1
57,1981452,2010299,36,187460,0,employed,tertiary,1,1,1
31,1430642,2903501,18,10372,0,employed,tertiary,1,1,1
42,1196375,2877433,36,499900,2,self_employed,secondary,1,1,1
61,1192524,2509622,18,100050,0,employed,primary,1,0,1
41,1574631,1947459,18,880370,5,self_employed,secondary,1,0,1
40,1241890,4290012,60,333477,3,employed,tertiary,1,1,1
46,298099,3999842,36,278427,2,employed,primary,1,0,0
50,1080065,1265442,60,40857,5,self_employed,secondary,1,1,1
25,845379,4167095,18,838204,0,employed,tertiary,1,0,1
46,817610,2630309,48,715030,5,self_employed,tertiary,0,1,0
59,776826,3365537,12,728493,4,employed,primary,1,0,0
53,1857642,2641318,18,95856,3,self_employed,tertiary,1,1,1
31,1354397,4297328,48,424477,3,employed,primary,1,1,1
64,1815752,1501469,18,712514,5,self_employed,primary,1,0,1
26,1409505,3350874,48,792539,1,student,primary,0,0,0
29,956395,4786416,36,222368,3,employed,tertiary,1,1,1
64,1885515,4113997,6,821993,4,employed,primary,1,1,1
36,1558764,4762838,24,207746,3,unemployed,primary,1,1,0
45,1781087,98926,18,690628,1,employed,primary,1,0,1
40,1110194,3801387,24,424824,3,self_employed,none,0,1,0
47,386430,2829060,18,537426,3,student,none,0,0,0
21,1376842,4607418,36,430909,1,self_employed,primary,1,0,1
62,712714,533791,36,780985,3,employed,secondary,1,0,0
20,1994606,1720930,48,738360,5,employed,none,1,0,1
55,660724,2208714,18,648431,2,employed,primary,1,0,0
45,260448,3498281,36,676608,5,employed,primary,1,1,0
48,1020278,2100181,36,233829,3,employed,primary,1,0,1
40,545919,846266,18,805064,0,self_employed,none,1,0,0
30,1234685,2672280,48,47547,0,employed,tertiary,1,0,0
59,1127209,4979073,48,274244,2,student,secondary,1,1,1
30,860927,4275872,48,310074,3,unemployed,primary,1,0,0
55,900982,711259,48,984365,4,student,none,0,0,0
58,262456,660326,6,207977,3,employed,secondary,1,0,0
59,1397203,1295749,18,839457,0,self_employed,tertiary,0,0,0
54,425325,1006277,60,469092,1,employed,secondary,0,0,0
53,516589,2276941,6,78944,2,employed,tertiary,1,0,1
43,346213,1468180,36,444056,1,self_employed,primary,1,0,0
41,1237018,4746298,6,936873,4,unemployed,tertiary,1,0,0
24,1742737,124723,60,935964,3,employed,secondary,1,0,1
52,953275,3068967,60,615929,4,employed,primary,1,1,0
55,1170523,3776904,60,621208,1,employed,secondary,1,1,0
39,220205,1583017,48,918965,3,self_employed,tertiary,1,1,0
38,1849971,842515,36,566650,5,student,secondary,1,1,1
54,1194337,1443196,6,491592,5,employed,primary,1,1,1
62,1474473,1085211,6,815042,4,employed,tertiary,1,0,0
36,968196,2239568,18,890766,5,student,tertiary,1,0,0
64,1651790,3984740,6,676355,5,employed,tertiary,1,1,1
62,1984790,697122,36,269861,0,self_employed,secondary,1,0,1
53,1203276,3832164,48,209939,5,employed,primary,1,1,1
28,1434704,1811331,18,210544,0,employed,tertiary,1,1,1
45,1535182,1927329,6,588310,2,employed,secondary,0,1,0
21,623881,2942970,18,184740,0,self_employed,none,0,0,0
28,1960617,365315,24,51645,0,employed,tertiary,0,1,0
28,1068454,200594,18,815982,1,employed,secondary,1,0,0
59,55209,770892,60,479367,0,employed,secondary,1,1,0
36,1749564,4113903,48,921080,0,self_employed,secondary,1,0,0
20,449749,4429455,60,565156,1,unemployed,tertiary,1,0,0
44,1709461,4009015,24,98039,0,unemployed,secondary,1,1,0
62,1367931,2182942,60,177452,5,employed,tertiary,0,0,0
59,1108503,2722452,24,398944,0,unemployed,secondary,0,0,1
61,1831399,2264979,18,294944,2,employed,secondary,1,0,1
44,691621,3455851,36,535174,0,employed,primary,1,0,0
58,1254242,246211,48,472830,0,self_employed,tertiary,1,1,1
54,780212,1886082,36,200981,2,employed,primary,0,0,0
22,1307361,2287699,48,178308,1,employed,secondary,0,0,0
56,388526,4390496,48,570093,5,employed,tertiary,1,1,0
63,189005,4508434,60,818964,0,self_employed,secondary,0,0,0
63,1726644,1863065,60,112765,5,employed,tertiary,1,1,1
49,1079661,4637281,36,28688,4,employed,tertiary,0,0,0
57,1663560,4852850,12,928567,5,unemployed,none,1,0,0
53,246521,427332,24,285233,1,self_employed,tertiary,1,0,0
31,1428336,134153,60,449158,1,self_employed,tertiary,0,0,0
38,973593,1176018,60,969333,0,employed,secondary,1,1,0
56,499764,4022162,60,968057,2,employed,secondary,1,0,0
63,1255771,4222060,18,557873,1,employed,primary,0,1,0
36,1499589,1358064,36,989243,2,self_employed,tertiary,1,1,0
29,1148589,128947,36,714364,4,self_employed,secondary,1,0,0
31,451562,2003980,60,250322,2,student,tertiary,0,1,0
35,266486,2588361,18,250483,3,employed,secondary,0,0,0
43,476888,4019411,60,2438,2,employed,tertiary,0,1,0
38,1509445,1018410,24,355239,1,employed,secondary,1,0,1
27,885988,2460912,18,416428,2,employed,secondary,1,0,0
50,960155,2649087,60,705722,2,employed,none,0,1,0
40,1862214,3986642,48,465393,3,student,tertiary,1,1,1
36,600428,2517286,12,148055,3,self_employed,secondary,0,1,0
42,313328,3417764,48,800458,0,employed,tertiary,1,0,0
56,1526285,3661880,12,382312,1,self_employed,secondary,0,1,0
35,1778782,744934,18,837430,0,employed,tertiary,1,1,0
25,161361,1090835,48,517951,3,unemployed,tertiary,1,0,0
27,1776131,1928292,24,973248,2,self_employed,secondary,1,0,0
44,842038,4513786,48,843445,3,employed,tertiary,1,1,0
37,447172,192617,36,51039,4,self_employed,primary,0,1,0
44,1115131,1318962,12,705191,2,self_employed,tertiary,0,1,0
31,1622789,2151847,12,478388,0,employed,secondary,1,0,1
34,664673,4976730,60,689963,2,employed,secondary,1,1,0
45,1510482,1080120,24,995262,4,employed,tertiary,1,0,0
60,1419222,1084780,12,985217,3,employed,secondary,1,1,0
64,305658,3734334,12,630734,1,employed,none,1,1,0
45,1540641,1514123,60,884884,5,self_employed,primary,1,0,0
51,1780283,1806608,24,406321,1,employed,secondary,0,1,0
29,804085,2617228,48,231120,1,self_employed,tertiary,1,0,0
35,153844,799045,18,329326,3,student,primary,0,0,0
26,1189897,922109,48,576435,1,self_employed,primary,1,0,0
36,885488,4084480,36,776691,4,self_employed,primary,1,1,0
42,1817787,437405,36,599688,3,unemployed,none,1,0,0
45,148234,4611786,12,570722,1,self_employed,tertiary,1,0,0
40,524718,4808669,36,26515,5,employed,secondary,1,0,1
41,801993,4586363,18,220370,0,employed,primary,1,1,0
26,1048922,1758175,12,582289,3,self_employed,primary,1,0,0
33,775571,3437232,60,713757,3,self_employed,tertiary,1,1,0
34,878282,3151004,36,716775,2,student,none,1,1,0
26,521761,2982208,60,934464,1,self_employed,tertiary,1,0,0
28,1388563,1960155,6,371735,0,unemployed,secondary,1,1,1
27,374464,1758086,6,224215,5,employed,tertiary,1,0,1
42,604081,4237442,6,999342,4,self_employed,none,0,0,1
48,1071911,3862197,60,832210,3,student,tertiary,1,0,0
37,1771793,3950838,6,686301,4,employed,none,1,1,1
50,1118203,731376,48,490073,4,employed,primary,0,1,0
49,1422542,1765872,6,620137,4,employed,tertiary,1,1,1
58,527317,1006740,12,889515,2,self_employed,tertiary,1,1,0
54,1321209,2260846,24,434171,4,employed,tertiary,0,1,0
37,1019752,4478760,48,209637,1,self_employed,tertiary,1,0,1
61,367942,2359231,24,887708,1,employed,primary,1,0,0
58,1847304,4660764,12,319052,0,employed,primary,1,0,1
36,1798052,1554819,12,457283,0,student,none,1,1,1
33,387462,4545433,18,249708,5,employed,secondary,0,0,0
50,1464906,2017582,48,448912,4,employed,none,1,1,1
43,1881055,890268,24,935933,4,employed,tertiary,1,1,0
54,400046,3780864,6,880480,2,self_employed,secondary,1,1,0
63,471773,102635,12,207748,4,employed,none,0,0,0
64,383478,4265250,6,247387,4,employed,tertiary,1,0,1
53,518379,1033638,24,670207,4,student,secondary,1,0,0
22,418863,4025904,60,702551,3,employed,primary,0,1,0
56,1221675,3313457,48,820688,3,employed,tertiary,1,0,0
62,783362,4236080,36,913457,2,employed,tertiary,1,1,0
59,747974,2841671,60,421990,2,employed,tertiary,1,1,0
45,1373440,2111892,60,651631,1,employed,tertiary,1,0,0
42,1418328,3481543,36,533415,2,self_employed,secondary,1,0,1
63,157449,4128140,12,118251,5,student,tertiary,1,1,1
58,1201404,3646219,18,683565,1,employed,primary,0,1,0
34,1225189,3515685,6,763570,4,self_employed,secondary,1,1,0
23,122095,146748,12,493322,2,employed,primary,1,0,0
48,680212,3959308,18,867595,5,self_employed,primary,1,0,0
41,1576486,1498598,6,189836,2,employed,tertiary,0,0,0
44,670740,4873325,24,904711,2,employed,primary,0,1,0
32,137593,1008395,60,626112,1,employed,primary,1,0,0
37,741252,965767,60,562952,1,employed,secondary,0,1,0
52,1991983,351364,36,56795,0,self_employed,tertiary,1,0,1
35,1437962,1377878,18,121729,1,self_employed,secondary,0,1,0
64,952473,3092244,6,687693,1,employed,secondary,1,0,0
61,176202,3419415,12,244620,3,student,tertiary,1,0,0
63,127606,2468126,6,36079,2,employed,secondary,1,1,0
21,1222345,2159571,12,84225,1,self_employed,secondary,0,0,0
54,168542,3753713,60,548547,2,employed,none,1,0,0
61,1467158,3542804,36,288715,2,employed,primary,1,1,1
53,1885932,431856,36,51119,3,employed,secondary,1,1,1
49,625610,3693512,6,270153,2,employed,tertiary,0,0,0
32,1256126,3815444,6,110210,5,employed,tertiary,1,1,1
32,1693906,813361,12,503747,1,self_employed,tertiary,0,0,0
37,1669282,2758089,12,323973,2,self_employed,primary,1,0,1
51,505433,4629097,18,300374,0,self_employed,tertiary,0,0,0
51,674987,4066899,60,111364,0,unemployed,tertiary,1,1,0
54,140140,3358085,18,318193,3,student,secondary,1,1,0
58,1565554,4005199,18,363906,5,self_employed,primary,0,0,0
48,1634645,4048880,6,385417,1,self_employed,tertiary,1,0,0
48,1497307,3318896,48,381610,3,employed,secondary,0,0,0
63,1478078,1711127,48,691858,0,unemployed,primary,0,0,0
35,1396853,4303459,48,643341,5,unemployed,secondary,1,1,0
63,1196204,4706630,48,946324,1,employed,primary,1,0,0
29,1699810,2904135,18,433531,2,employed,secondary,0,0,0
49,1183634,526377,6,881450,1,student,secondary,1,0,0
44,531799,448422,48,819227,4,employed,secondary,1,0,0
58,1250118,171937,36,638100,1,employed,none,1,0,0
39,1403849,1183629,24,609699,2,employed,secondary,0,1,0
24,1369251,428355,36,301335,4,employed,secondary,0,0,0
20,1397758,1941369,6,185525,5,employed,none,1,0,1
49,1448659,4043611,6,12453,3,employed,tertiary,1,0,1
22,92674,1398416,24,120848,5,employed,secondary,1,1,0
64,177572,3165848,12,443541,1,unemployed,secondary,1,0,0
33,1848594,1725259,12,966994,3,employed,tertiary,0,0,0
49,1574268,1089474,12,992300,1,employed,none,1,0,0
23,341975,2009129,18,900597,0,employed,primary,0,0,0
37,631462,599391,12,574281,0,employed,secondary,0,0,0
56,1896287,477479,60,372924,2,student,tertiary,1,0,0
44,481436,1410764,18,45706,5,unemployed,secondary,1,0,0
20,1945618,3221553,18,523324,0,employed,tertiary,1,0,1
34,495935,2644545,12,508197,4,employed,tertiary,1,0,0
28,830296,3232999,12,173889,4,self_employed,secondary,0,1,0
34,1151627,1175832,24,982048,1,employed,secondary,1,1,0
43,1301661,3297727,48,615722,3,employed,tertiary,1,0,0
23,1417372,2903502,24,711070,4,employed,tertiary,1,1,0
31,1164100,612834,18,575087,1,student,tertiary,1,1,0
56,1574728,890597,24,643874,3,employed,tertiary,0,1,0
56,318614,900122,18,60964,0,employed,primary,1,1,1
62,1559390,4691184,6,446894,1,employed,tertiary,1,1,1
25,567733,2622703,18,202222,3,employed,secondary,1,1,0
58,365617,780559,18,359523,2,self_employed,tertiary,1,0,0
43,987384,571727,24,715798,5,employed,secondary,1,0,0
30,1854053,1912015,48,634275,5,student,tertiary,1,0,1
32,1143015,2500503,6,994727,2,employed,tertiary,0,0,0
53,326452,1582713,36,848358,4,employed,tertiary,0,0,0
44,141563,3010356,36,528089,5,employed,tertiary,1,0,0
26,801616,4790616,48,434264,3,self_employed,primary,0,0,0
23,1395801,2055464,36,826576,2,employed,secondary,1,1,0
27,780602,2926673,6,880910,4,employed,secondary,1,0,0
39,1542175,1332322,12,665508,1,self_employed,none,1,1,1
48,1632701,4655677,6,112364,1,employed,primary,1,1,1
64,809495,4067641,24,869251,3,student,secondary,1,1,0
29,1019655,1593912,60,675221,3,employed,none,1,0,0
62,1740992,3546425,18,454933,3,employed,tertiary,1,1,1
53,217896,1755692,18,153552,5,self_employed,tertiary,1,0,0
45,1787009,1058507,24,18637,3,employed,secondary,1,0,1
60,1997659,676776,24,831053,2,self_employed,tertiary,1,1,1
22,671912,2768181,60,453520,2,employed,tertiary,0,0,0
25,469515,1811987,60,571719,4,employed,tertiary,0,1,0
24,1067497,1032099,18,624225,2,student,secondary,1,0,0
24,1812797,3536082,60,318316,5,self_employed,tertiary,1,1,1
42,80063,1600642,60,25437,1,employed,secondary,1,0,0
28,1692317,1841825,60,401365,4,employed,secondary,0,1,0
54,1089272,3160041,48,407887,2,employed,tertiary,1,0,1
39,304371,2544903,12,496221,3,self_employed,secondary,1,1,0
61,1035976,566031,60,23119,2,unemployed,secondary,1,0,0
54,152166,97367,12,701477,0,employed,secondary,1,1,0
37,1113082,1682748,12,230389,4,employed,tertiary,0,1,0
36,1323989,4912944,24,409495,5,employed,secondary,1,0,1
43,1047358,414716,60,855267,2,employed,tertiary,1,1,0
22,1212180,2724691,18,230882,2,self_employed,tertiary,1,0,1
51,1124602,294697,48,257157,5,employed,tertiary,0,0,0
54,470888,4970791,18,922307,1,employed,secondary,1,1,0
57,1413133,504623,60,476113,3,employed,tertiary,0,1,0
32,1353692,1360646,18,585093,3,employed,primary,1,1,1
44,1425786,91340,60,18201,1,employed,secondary,0,1,0
28,240285,1019738,48,257636,1,unemployed,tertiary,1,1,1
23,1149547,942743,6,28634,0,self_employed,none,1,1,1
33,470497,2064751,48,932264,5,employed,primary,1,1,0
56,163978,1463285,6,404042,4,self_employed,tertiary,1,1,0
53,1257739,3190283,36,348965,3,self_employed,none,1,0,1
30,1935502,2575525,6,505341,1,employed,tertiary,0,0,0
60,153864,1380657,12,307919,1,employed,primary,0,0,0
22,1081259,1014211,12,388690,5,employed,tertiary,0,1,0
47,986114,995161,48,114090,4,employed,primary,1,1,1
48,444295,2378767,12,598964,1,unemployed,tertiary,1,1,1
28,669674,2757133,12,6798,0,employed,secondary,1,1,1
22,1538543,4869523,36,508377,4,student,tertiary,0,0,0
44,1708990,3136810,12,459319,0,self_employed,none,1,1,1
53,498648,3895979,24,601448,2,employed,none,0,1,0
31,1784887,2744991,24,77751,3,unemployed,tertiary,1,0,1
61,655151,1847555,24,991006,1,employed,secondary,0,1,0
28,390435,103010,6,182482,4,employed,primary,1,0,0
34,175659,957272,48,303032,0,self_employed,tertiary,0,1,0
59,1813808,4424984,48,311191,3,employed,tertiary,1,1,1
44,1105811,2546282,18,371784,3,employed,primary,0,1,0
24,1443453,4124411,36,364758,1,self_employed,secondary,1,1,1
30,1161288,586364,24,45955,3,unemployed,none,1,0,0
53,1251121,953057,24,243465,1,employed,tertiary,0,0,0
43,1821503,1800652,12,919486,2,employed,secondary,1,0,0
34,812178,1673162,24,689224,1,employed,secondary,0,0,1
57,175849,4036464,12,907730,5,self_employed,tertiary,1,1,0
27,1074903,4314139,12,472334,0,employed,tertiary,0,0,0
24,305493,2669909,18,609778,5,student,tertiary,1,1,0
45,654111,2783864,6,301409,3,self_employed,none,1,0,0
37,1202791,713478,12,570601,3,self_employed,tertiary,0,0,0
25,1863935,4189524,12,44350,3,student,none,1,0,1
56,82230,1352970,48,146450,1,student,tertiary,0,0,0
32,396717,2466207,18,895600,4,employed,tertiary,1,0,0
47,797948,1040993,12,249406,1,employed,tertiary,1,0,1
24,512092,1638049,36,772467,0,self_employed,secondary,1,0,0
32,352788,1009296,6,200887,1,student,secondary,0,0,0
36,1278312,1863948,36,814356,3,self_employed,tertiary,1,0,0
59,881635,312530,24,869025,2,employed,primary,1,0,0
64,1427397,3681097,6,903922,0,self_employed,secondary,1,0,0
51,1517217,2092361,24,7312,5,employed,tertiary,1,0,1
48,697534,267767,48,816785,2,student,tertiary,0,1,0
22,1183393,1159970,60,113744,0,employed,primary,1,0,1
59,1337233,3920033,60,231745,0,student,secondary,1,1,1
53,1315609,696004,60,217522,3,employed,secondary,1,0,1
59,281414,237486,12,278336,5,student,secondary,0,1,0
46,306812,1678782,18,672810,1,employed,none,0,0,0
32,1954814,3438284,36,660792,5,self_employed,tertiary,1,1,1
64,354958,1476360,24,188297,3,student,none,1,0,0
52,1693083,1783391,12,882980,3,self_employed,primary,0,1,0
25,220956,416590,60,98991,3,self_employed,secondary,1,1,1
