income,expenses,savings,loan_amount,credit_score,loan_status
249134.86,178295.78,672639.1,7858229.13,682,0
1539462.12,801362.7,1321375.86,2437071.19,605,1
1830844.26,1095823.71,1422113.51,6934443.43,668,0
1069307.28,732293.08,2952130.5,7313147.59,757,0
2335645.39,1435331.46,5644275.31,9688140.91,850,1
409134.93,333481.1,173160.95,2361600.57,664,0
317899.57,142998.24,733703.78,982419.28,683,0
2211747.39,906639.53,6058195.72,2667202.45,567,1
1536924.82,537442.97,361997.52,1272478.86,599,1
2096366.95,474718.27,5189860.32,1738458.37,636,1
1360999.28,313179.24,2235114.89,3374439.39,767,1
814565.9,659015.28,1635316.26,4169207.93,731,1
2475396.72,1670583.86,3660030.04,9042056.05,842,0
2418306.05,1601819.88,5062504.26,1996376.93,500,0
2114619.77,1332739.05,216312.04,9719001.81,517,0
889220.9,706444.57,2034644.27,8111024.44,760,0
1811668.93,971393.06,181223.22,8820640.33,794,0
1146824.3,928110.66,1566446.79,9297967.7,653,0
365588.01,165103.76,165572.98,7544749.91,300,0
2760209.37,2342576.59,6819712.31,7898359.32,575,0
496774.03,342307.06,467455.78,4406292.05,683,1
2855688.33,1085230.09,3890248.9,5128979.84,560,1
1393416.74,828887.11,1792285.38,9328230.0,668,0
636885.49,365012.7,1475985.89,3813646.32,839,1
1671512.75,495652.3,2412716.79,467373.38,792,1
2631542.92,1615425.34,6228533.17,7639406.14,730,1
2223452.17,934627.98,490326.41,5752917.24,643,1
2439027.33,577181.52,1401908.77,8158015.83,600,1
2010471.76,1737166.85,3326532.11,801735.1,725,0
2107602.04,1367924.89,5988255.85,6231258.31,652,0
2562667.39,2085609.56,574738.49,2514673.59,655,0
824037.23,554774.17,106508.99,9037522.52,494,0
1519332.39,683530.3,713557.54,1143603.9,578,1
741507.38,414414.87,1426259.33,8438539.26,725,0
2964237.22,1994999.03,3548128.97,931114.81,539,0
2837772.09,2475038.49,7028188.49,299718.69,676,0
214337.75,80927.21,46253.97,2388841.33,691,0
2146168.0,1743727.04,1264612.88,3363793.18,697,1
2783220.12,2356982.38,2505118.59,6283961.28,706,0
623668.5,417415.63,1172615.44,1360659.74,712,1
1747041.17,1488281.03,3591074.69,4401432.84,587,0
2754916.06,1318268.69,1026508.95,2082422.84,503,0
198443.34,172072.47,561875.27,8560268.05,562,0
2122518.78,1468672.65,2171617.74,497416.75,722,0
962312.12,220758.29,2058872.84,3591580.38,529,0
2780748.97,2321399.78,4373070.22,6332172.1,545,0
2916068.91,1572143.05,1948734.03,9135227.37,545,0
2838372.82,1482280.28,7205734.41,8686534.56,465,0
1475221.23,880008.74,3621246.33,8957160.4,535,0
2599923.69,791856.63,3089269.79,675390.27,750,1
2549193.26,1347035.1,4501423.46,8417186.45,578,0
1025391.37,801639.75,793116.73,7810130.16,475,0
2503854.88,527907.06,5181865.09,9029194.91,598,1
207322.14,81071.67,192204.3,3150183.86,701,0
1829182.65,368979.45,4631922.52,9122062.81,466,1
767025.63,376607.99,500219.84,4056278.8,745,0
449643.97,319166.67,19968.81,6359291.87,505,0
323164.28,245327.03,260316.63,4270580.96,610,0
2119237.45,1826004.57,1214656.75,4305101.88,609,0
1085637.39,679558.23,1655444.3,5489038.34,593,0
2201823.64,832815.15,1345556.17,3591470.76,643,0
289533.39,245206.86,662906.85,7937733.09,727,0
1014341.98,753373.12,734497.11,6354705.42,645,0
1664524.75,1002210.25,3530298.09,6913069.83,589,1
2393097.18,1643933.68,4153011.4,2348796.26,695,1
1024382.26,867673.74,3030890.57,9697274.12,670,0
1915084.99,1338023.58,5744686.06,6618752.17,583,0
2669335.47,1222187.69,6963170.45,2012098.85,654,1
1886003.25,1318542.1,4299993.3,7517377.92,574,1
775582.48,176983.82,899186.47,1778455.33,563,1
170762.27,80342.09,385893.72,680679.72,730,0
2623286.73,1270788.62,7528902.74,5299156.29,694,1
161681.29,51218.49,11339.15,5557563.34,727,0
2636634.85,569934.56,4254853.94,1930207.47,713,1
1633917.69,479337.31,1068573.86,3516370.5,561,1
2823296.33,1858392.59,4725150.46,9460404.49,750,1
2416471.38,1840389.85,3381468.13,2885782.16,620,1
2994008.92,2669884.83,5171568.81,1597902.2,742,1
1117064.26,494250.06,1846380.63,9925991.49,637,0
2324846.04,1440394.29,6696303.14,3057940.09,681,0
1265599.65,1083355.17,2096539.64,6818524.05,684,0
1491639.3,472744.12,3786819.12,2354023.81,731,1
1919765.84,1348351.21,1841940.19,5523705.91,486,0
2633663.63,1918584.75,3461429.55,3893505.77,492,0
2953842.06,774742.19,4168581.33,9617713.65,717,0
2327992.9,1869086.3,1946630.72,4356418.45,685,0
1311523.67,1008789.29,1494311.75,5862533.13,572,0
1321935.31,295296.69,2373586.71,9450424.35,686,0
2238988.67,590553.62,3897101.49,9892881.28,509,0
792453.72,185742.3,1513036.67,1061500.72,850,1
420374.93,182577.44,443686.29,8351491.08,781,1
1128404.26,627959.56,1069156.81,3852059.12,712,1
932993.08,534272.34,1711905.75,5968545.63,657,1
959293.55,371598.41,382360.25,3781728.39,588,1
777462.48,651605.16,590167.59,4041106.25,518,0
222070.25,101660.2,28065.95,1630632.48,638,0
151834.41,35208.14,33074.48,5749026.26,564,0
2964394.93,1215873.2,2164452.48,5489823.66,569,1
1340542.09,766490.59,78539.47,1934090.1,508,1
1214547.28,589972.75,894188.3,5440217.77,674,1
2070977.12,811180.54,4069322.94,9732363.73,612,1
732936.27,213963.36,134362.78,7158365.53,703,1
2854887.43,2208013.19,3740502.16,4835776.47,695,1
2380400.54,2135937.38,6520693.95,9165035.66,672,0
359291.91,154739.66,852906.7,5774377.85,850,1
1310984.25,612406.27,1201271.26,1393727.59,732,1
2649443.09,1676107.29,7350658.46,5497721.0,523,1
2839722.86,1996066.85,2808314.08,1850682.5,695,0
1455464.38,690502.39,316631.17,7686673.15,644,0
1878893.03,1565964.64,5603174.42,9673383.43,515,0
584398.44,345965.51,1525319.43,3640144.92,507,0
2974389.02,1532622.51,4157596.06,4377432.91,695,0
771847.93,503762.71,1543024.03,4243889.85,719,0
2833922.14,2456904.78,5706624.34,2888734.76,545,0
1983975.28,1500255.54,1157543.82,7952090.65,747,0
1862436.71,424652.69,1117733.75,6196396.91,678,0
1586796.68,686475.12,2235387.31,687312.99,769,0
768942.45,407063.74,2102841.86,8396123.03,758,0
611931.29,257110.46,18346.51,1911527.9,634,0
739410.01,510289.98,1735777.49,9792554.06,813,1
640670.96,498690.85,110567.22,3797798.23,537,0
2360794.97,1680748.07,3386953.09,6183673.99,850,0
1115363.25,995498.84,2134379.75,824345.01,562,1
267743.76,104629.81,551626.53,3479399.58,645,0
2910397.63,2364676.67,510593.73,8033421.88,593,0
2662979.07,1961645.89,3344198.01,4798224.49,612,0
2790481.62,1265553.54,4887561.44,9050804.66,850,1
2985232.69,2131119.35,591483.89,5772627.49,603,0
604296.22,164884.14,244911.39,9289293.34,735,0
1249101.85,939990.91,2486895.55,9826968.57,626,0
2298891.58,1316417.55,3597568.97,4566250.87,743,0
2118459.79,857135.44,1028482.54,5673307.9,595,1
546298.13,360034.56,877200.74,8357460.4,675,0
2465916.06,1600709.96,6751868.35,2254253.41,712,1
750877.66,260284.5,35113.11,8623214.26,577,0
749071.08,165753.09,1444135.13,5939605.4,850,1
1657225.83,834472.55,366166.21,7268726.35,718,0
1819525.81,1089274.24,35204.78,844547.53,627,1
1782250.0,1450080.83,805511.89,7673567.45,580,0
365311.83,310424.37,463478.38,3142329.7,659,0
2644636.5,1507875.61,6365724.68,8062061.15,528,0
870240.12,633241.05,735663.14,5116067.76,828,0
475593.27,241369.43,892697.91,2782412.63,693,0
2677369.43,1933750.18,3302454.64,9529958.99,641,0
2871389.34,985923.31,2018573.43,7662370.86,754,0
2600170.09,1195416.02,4011389.9,9857576.44,577,0
2447596.62,1576153.34,5855614.17,3676475.49,534,0
2000201.74,425464.06,4995458.07,6509735.35,636,1
1697486.37,1197955.04,4310866.11,6135307.34,662,0
352261.6,276481.27,357782.75,6891189.57,703,0
1284514.32,615795.09,3057617.03,431249.83,502,1
1180796.7,606409.59,751618.86,2952607.27,604,0
853285.97,679128.21,1890263.34,9097908.86,341,0
2197918.33,1632961.54,6253414.54,4267009.55,531,1
1538039.63,617837.66,63415.69,9608404.61,721,0
335034.03,142986.92,442610.7,2174356.57,746,0
738531.29,498667.23,1435197.42,9974368.54,535,0
2081450.41,1236878.32,4382134.41,6990930.04,617,1
320779.49,100583.84,169456.03,7775114.57,652,0
2568500.05,1070938.5,7491158.38,3998768.66,757,1
1535924.93,1274799.71,2835004.25,9074730.81,802,0
1493701.07,1018289.04,736427.2,5477355.86,665,0
1817982.58,1618335.41,111928.71,6825336.88,623,0
2491574.8,1836063.32,5854684.02,993342.3,505,1
1108646.7,952751.13,265093.19,6335222.97,660,0
2066246.84,725938.64,874338.06,8796835.93,850,0
1740622.7,1288129.4,3001686.57,1823918.12,779,1
874381.98,187250.88,1583083.02,7390373.05,667,1
2648026.96,1772938.83,5456686.83,302737.55,680,0
2412535.46,1275019.19,2848099.53,9265720.01,581,1
2009510.32,889674.62,4665472.09,9830025.3,614,0
2566687.01,2062802.84,7502620.69,3574091.66,664,0
2615153.18,2086859.25,2126864.41,1115384.8,665,1
2154252.63,464480.98,4543503.74,6602834.86,751,1
2527338.65,1583765.83,7039664.14,346853.42,746,1
2122667.24,971083.24,4370275.28,4850738.5,702,1
2072408.24,1017475.15,4234610.81,2754202.79,550,1
1893973.0,1481898.48,1271457.61,4759723.59,553,0
2282878.25,951704.18,3664911.29,231841.37,561,1
559954.81,481636.26,944962.11,563541.22,673,0
2654525.2,864694.8,5575534.7,208959.5,447,1
2628346.23,1744974.03,7859975.7,6210362.11,649,0
184817.12,123914.99,18653.86,5622924.53,790,1
2494868.58,939409.36,488240.75,2369922.09,716,1
473722.62,202433.72,110780.13,6484099.13,614,0
1071844.68,840710.96,2389074.69,8847862.21,580,0
2256173.94,1654370.4,922913.64,2809354.91,730,1
566203.7,243675.45,1057303.66,8328338.39,680,1
2472104.37,1418418.29,2407846.06,6641965.9,625,0
2513189.12,611147.8,3447994.61,386513.41,591,1
1571656.43,543985.05,1016845.17,3782741.46,657,0
118519.03,64009.09,307950.32,5102184.3,619,0
932410.59,242596.09,1639598.3,7330406.94,728,1
1889088.06,1493007.97,5353089.56,2906949.05,774,0
2945439.92,2069478.89,5077316.19,9828164.54,513,0
1932259.23,1662793.25,718267.31,6861170.42,527,0
853430.39,584964.09,437478.06,3759496.09,784,0
1938616.54,1663877.67,5752305.51,1015399.14,666,1
1665957.6,979847.61,3626282.57,1854609.21,536,1
2361551.65,1464523.4,349122.94,4901697.21,748,1
410243.85,362606.23,866165.49,4972218.78,684,0
2306980.92,1498361.97,2852626.06,7688801.71,850,0
1669673.08,369917.07,1538812.72,7275457.42,626,1
2892676.81,2044144.62,1336944.26,2052666.73,760,0
1091429.28,910064.39,2750087.31,5969818.37,505,0
1934603.49,1464313.33,370523.26,255186.92,789,0
2802881.51,1706067.14,2437123.37,4015546.62,744,1
397278.21,266141.62,365157.74,7652847.14,810,0
2817962.61,2516818.93,1360275.22,4025110.5,761,0
2094868.59,551921.33,3193741.66,8364182.59,640,0
296727.47,197938.4,10417.47,9762745.14,532,0
972794.34,387540.24,878361.84,6091765.4,589,0
2153699.06,1395733.27,6032270.56,1492790.56,473,1
295316.74,184672.34,275113.74,3827788.22,557,0
1788294.33,549757.06,1933822.44,144359.38,692,1
1103060.87,380250.07,1565789.54,6047122.94,645,0
1900655.0,1207183.36,3202755.97,8224606.58,627,0
232651.9,67413.44,564442.8,6317903.79,570,0
2627456.74,1013217.24,1500182.34,7871557.98,472,1
2923118.01,2293688.51,7644652.61,8009044.08,668,0
2909745.78,1248176.35,6612828.14,8517575.13,687,0
2273990.31,1231688.91,4929899.58,2703304.64,550,0
477250.1,409861.54,124282.47,8719121.8,596,0
2298963.27,825337.84,149253.45,6558235.28,804,0
171302.06,80981.03,305266.79,2932769.29,765,1
164158.3,102520.21,425071.81,9873582.41,501,0
1038469.64,756771.51,1820774.14,9504314.82,641,0
1517065.25,1260919.97,970473.61,5765687.78,795,0
2334181.51,1962652.39,633869.62,8439923.37,628,0
2081556.59,1547945.51,4368748.82,2651870.16,623,0
1393117.85,501287.8,3016533.17,4189568.12,759,1
893517.33,194220.76,462480.19,1880519.02,748,1
2991661.05,1402017.27,253007.61,5225021.29,743,0
1335925.78,399554.29,1636309.41,4985214.23,623,1
1409022.37,982470.94,2463191.06,2167491.6,716,1
574509.08,380779.68,1216814.39,6744376.85,799,0
2404947.69,555014.19,5843626.14,1222013.44,645,1
2111678.45,1658967.63,3867776.19,663829.94,609,1
740231.88,276935.76,246232.08,3879804.44,773,0
338905.03,170319.76,693991.09,4127756.54,850,0
2073447.98,1384137.69,6121917.2,3231419.03,850,1
1998082.52,1000226.42,5428298.19,2616569.04,612,1
892452.63,454170.45,2333769.63,3420824.63,622,0
2857504.33,702773.46,2590357.57,1675586.96,547,1
538067.89,258816.29,1211925.02,4064352.07,661,1
1353770.92,995554.37,3456597.29,9050803.57,542,0
2836486.17,2384416.75,5772188.69,2283047.47,597,1
1317209.22,644705.41,990126.77,6860288.49,720,0
1951725.25,969051.26,5584865.54,1460755.88,688,1
1253023.75,866890.67,1694662.29,3571370.91,468,0
895224.09,769839.36,348615.19,3245689.07,807,0
2953535.18,1142848.75,972698.62,9373442.47,541,1
1287068.62,653960.78,2500204.1,4308421.46,553,0
2692887.69,2039004.12,3536108.76,6920136.14,526,0
766868.36,480661.97,217370.08,6044504.95,583,0
718003.64,199181.71,1594753.38,1453249.25,560,0
190288.84,121673.14,456307.98,9398427.49,562,0
1989833.79,658082.61,4330369.61,3491399.45,403,0
1168726.4,651157.26,709162.88,495345.64,662,0
2606638.92,1486754.61,5393986.66,3039414.88,673,1
1472308.73,1197491.05,47361.83,3389555.57,850,1
2907760.94,1522928.14,2661579.49,972816.01,698,1
638024.0,252408.48,763373.12,6218775.19,600,0
2619007.19,947233.21,6562553.29,3500303.85,529,0
2352130.87,1909874.56,2754775.97,6309889.33,640,0
2335673.35,746732.52,78965.24,117068.61,694,1
2549871.36,1270111.31,2695314.07,9821381.57,599,1
2306969.57,763655.79,3453008.14,1746637.77,656,1
1916038.93,1420384.24,5454990.36,6610343.32,839,0
480610.15,255713.84,1356811.9,7172053.82,611,0
194325.92,86630.61,105445.54,1757503.08,461,0
2770458.76,1254379.92,1538822.57,1161537.21,737,1
1888285.91,1504114.04,925532.71,1568143.06,681,1
2409958.14,1416192.06,5703806.51,2505841.65,479,1
1496414.82,1051242.63,27034.41,1723909.57,692,0
440193.75,364448.27,167947.82,6756294.3,550,0
463038.8,384886.73,747288.54,4237290.38,694,0
2088139.33,897808.74,1550832.27,5401026.37,840,1
1347887.1,1168235.16,373458.23,521001.05,632,0
681521.71,148171.76,735794.03,8619427.18,758,0
1525624.19,707561.45,1255013.26,1747186.95,527,0
286205.92,236709.24,438843.23,3633515.7,498,0
1787717.07,701224.54,5251777.82,765421.32,850,1
880080.87,344249.81,328194.4,1411091.69,680,1
2412921.39,993726.93,2698080.72,6674704.13,713,0
1000049.68,628650.6,2796093.96,6941240.67,765,1
1420138.43,719772.94,3735843.33,6785806.57,597,0
133699.57,94754.81,158141.6,5543761.04,732,0
310095.97,256274.93,650227.78,9527590.56,717,0
1238231.31,832016.61,326361.92,5096412.75,520,0
1491822.62,511884.18,3188954.59,4521649.69,801,1
1840059.59,1569345.11,5370348.58,2513078.38,780,1
945821.48,364278.42,1525103.52,1033552.82,521,1
2115447.47,645054.95,3163589.67,5504141.55,670,1
2594354.95,682255.93,1457912.97,3183157.36,626,0
2361567.87,1403641.83,4490201.54,5264052.56,791,1
214894.59,60091.78,380645.34,2100884.83,508,0
1493470.15,443774.38,2920927.69,8389818.09,850,1
404297.52,165770.61,31636.22,9996987.24,632,0
801930.55,318492.42,1320114.38,3257914.93,723,1
2961321.52,1844807.53,5285380.07,8431159.69,788,0
513237.07,396076.19,319536.48,8736212.06,630,0
1546775.65,1133701.1,966732.57,9960934.2,638,0
1892651.63,726284.47,1568354.3,3460065.29,599,0
2137148.41,794415.14,4563164.01,7572611.87,561,0
1722981.18,1509424.68,3133755.06,2326649.59,677,0
128335.46,26406.99,325624.01,6266720.21,636,1
1046737.79,853933.27,928431.0,7063183.57,599,0
1601363.77,544159.36,4381658.23,7424150.89,604,1
354812.85,306238.62,791629.5,2111363.08,707,0
1116818.1,490970.1,1323468.55,8494819.43,570,0
196289.02,99763.15,56096.69,4238670.01,625,0
327877.64,227869.86,252777.59,2202876.7,739,0
1251077.5,764869.17,3590973.57,5448184.33,674,1
484875.69,204887.87,451462.97,8640403.44,545,0
1745868.46,1026014.84,1727891.04,9672524.7,647,0
2099448.41,1493746.67,1194096.54,7494667.83,693,0
2421701.43,556106.1,5861853.76,105947.72,748,1
680435.71,141421.43,562674.53,1390272.57,574,0
585699.49,304942.6,580296.26,808926.17,594,1
403246.74,117863.23,501253.57,1057076.74,580,1
1945647.72,1293935.52,2531647.32,3861197.81,585,0
2148779.61,751722.01,2651642.11,3418008.48,690,1
191599.82,96373.9,289551.6,1181165.56,709,1
2815015.51,952515.83,6878599.18,8828241.75,755,1
250716.72,146403.15,616225.38,6173504.38,640,0
1669759.37,469598.82,3998972.51,7974809.92,509,0
2156275.51,466132.42,654159.04,3746916.42,716,1
2625810.46,619145.48,6299414.9,4131848.36,665,1
2170852.1,1884258.18,783146.45,3210331.04,655,0
2425011.44,726534.28,907369.71,4412344.79,521,0
1084405.56,754675.54,3083602.97,6123253.76,630,1
2462992.83,609709.79,6054513.05,4955190.88,530,1
332333.05,91628.29,550752.77,8387274.21,698,1
2694968.3,1498977.42,7074050.9,9006384.73,607,1
1688017.89,886900.89,5010195.65,4723354.34,598,1
2470163.53,2139423.99,4525157.29,2435492.4,496,0
1411723.03,1216036.78,2595728.51,9454664.57,752,0
1966375.32,1466377.3,4450460.06,7363634.5,624,0
1626567.72,1010865.12,1132769.18,6419264.51,658,0
2221609.61,1151842.87,1113858.6,7466866.65,576,0
336726.95,151299.83,767313.92,806018.73,484,0
275021.04,237332.51,284568.23,722881.96,596,0
816599.38,507954.35,330895.11,1573550.49,612,1
562679.57,340618.51,531525.79,1517137.13,679,0
2628172.34,952267.75,2827678.49,4235671.22,614,1
735720.56,171193.69,2130413.51,1616170.62,578,1
2930009.24,2524589.74,6135085.21,8552530.16,499,0
1076997.8,451924.09,1715193.25,5802064.46,654,1
628141.96,320234.51,1825769.6,3714205.87,570,0
2390125.67,669827.84,6475852.43,742744.26,782,1
2010252.55,1579751.0,3087753.08,5930726.57,665,0
1544767.58,338832.85,4197193.61,1209501.56,706,1
1710554.3,1340721.4,2074755.21,7445041.49,625,0
2185685.16,651770.24,1510881.08,8037443.06,670,0
762518.75,625718.98,532264.42,5462563.77,560,0
2989368.36,2124965.13,5939715.21,1538548.45,532,0
2926900.17,922761.43,4399748.42,7879284.1,651,1
1985944.49,1183767.09,3925919.41,3112886.5,707,0
678673.11,284268.62,1396863.92,2265398.77,455,1
2072661.9,673124.25,138803.3,4732038.58,600,0
309375.39,247941.95,50155.56,9230330.1,834,0
188892.26,91134.08,301856.09,3008864.26,697,1
847280.38,405830.86,485581.83,9060506.08,803,0
1441606.57,459758.14,2735594.52,583850.42,586,1
2617990.27,1225601.6,4336850.67,881060.86,604,0
2208790.3,1789411.25,3881465.4,7000682.2,746,0
2253848.91,1023675.86,2045066.19,1946396.98,712,1
1333930.67,1155347.36,2560520.63,3200375.8,640,0
1103211.48,951427.48,2745317.39,1406911.16,523,1
1176012.41,354484.32,3521232.55,3355870.28,765,1
2964183.73,960744.94,7455909.64,2840576.94,850,1
216316.66,173890.87,361788.8,7376559.51,492,0
2614391.34,1241659.79,1517101.95,7035132.71,790,0
1778158.68,361076.08,3635156.71,9551525.41,603,1
1371984.72,537420.51,3859339.99,7257995.77,616,0
2203247.22,1362356.53,1400383.09,6963436.64,676,1
1511339.93,1147841.78,1160689.21,6957328.7,529,0
2632927.39,772427.26,1176986.03,8835526.18,646,0
2712035.41,752261.55,5994045.54,2997555.49,488,1
1322990.69,1118542.13,1613631.25,3035916.49,697,0
902800.61,655256.17,169804.98,7425077.41,850,1
1817815.95,1114040.73,4771494.16,2325616.11,586,1
2745853.7,2027622.82,4593856.39,9124599.04,633,0
710920.35,355600.97,706145.01,5371078.16,638,0
1906603.09,1393572.47,1967517.02,3036243.03,748,1
1931524.64,889007.57,1681882.15,7772194.3,690,0
2226027.77,825558.46,3041734.53,3157590.27,742,1
481546.29,342046.85,486903.52,9634619.25,599,0
2175892.4,1074391.7,3576816.59,9830742.64,693,1
2736194.31,2426905.78,6349480.51,6684622.61,313,0
621081.02,276157.23,1256685.3,1180657.2,716,1
788875.64,666764.95,696869.61,2668928.06,528,0
2917045.77,2488455.28,4627085.2,5178398.77,617,0
624833.16,230749.05,1574816.06,8521902.13,724,0
2577716.77,1955855.04,527449.07,1889620.64,496,0
1527605.78,768618.14,358822.07,1088814.42,758,1
816970.12,688107.22,1363122.97,791050.96,637,1
2625174.71,1352193.34,5033366.62,5094327.25,795,1
1391385.24,1003206.29,882470.85,8852774.65,559,0
1592970.33,839299.72,3561340.65,471474.46,468,1
1141776.77,410423.68,2213665.54,2162599.26,647,1
1819557.47,617821.81,5039933.65,6947907.31,708,1
574219.23,285847.39,291050.26,8267341.18,717,1
1234136.46,899495.74,2781895.12,8083625.32,536,0
2911295.73,1815338.57,730529.32,7861427.17,487,0
848586.95,578770.67,1439099.29,1341508.02,618,1
2004536.33,797060.66,3318881.57,4002513.94,701,1
1043051.19,560123.43,1215316.44,9848209.4,696,0
2343072.06,541429.33,5936673.19,9889431.34,807,1
479533.62,370330.72,6287.61,6044152.55,612,0
2912481.03,2600625.71,4545037.92,7107208.69,465,0
1415989.67,686493.52,922461.55,9515273.77,769,0
784546.34,162930.31,1749927.37,4526782.22,669,1
313140.57,99846.39,40458.47,1411825.24,678,0
592297.92,389002.81,1477584.35,6706041.31,726,0
1607344.45,1010144.5,4041308.67,9603017.93,776,0
1077309.21,809603.59,2691762.68,6987200.63,647,0
2503761.76,945717.91,1145985.73,8043045.21,767,0
1349573.82,991319.11,2552340.4,4256350.6,705,0
821271.39,559769.39,35398.5,1009808.38,584,1
1889720.46,804964.51,4807236.78,1730376.76,626,1
2149653.93,1250758.3,4662439.4,9827415.55,711,0
584421.53,177133.3,931253.03,4957183.95,579,1
586095.73,302891.43,1284589.55,169604.87,738,1
206347.14,168552.21,58390.52,9555904.44,665,0
2235565.84,1106233.91,3545534.76,5002910.12,688,1
2025033.13,1595111.9,1769533.64,8370870.56,794,0
1476429.54,905313.16,4308012.32,5507158.51,685,1
2548094.3,851862.83,6552052.1,1061937.72,657,1
2436443.44,1478371.44,5359754.28,6174917.34,641,1
1797527.66,996168.85,5035311.6,9974132.75,636,0
2617986.71,1254143.75,2724093.49,395640.94,681,1
696939.51,197750.53,1883576.38,8425852.27,786,1
424566.9,208757.87,414256.16,2393033.92,588,0
882273.87,221392.22,1939582.2,3968968.92,581,0
265551.88,71470.19,586670.69,3758459.64,778,1
1640391.63,805664.53,90302.95,8993032.08,593,0
2816156.51,1165232.73,3050401.86,5069637.58,671,1
214096.27,181528.16,12481.39,4499384.15,590,0
454118.75,210254.29,1358394.54,8189349.83,482,0
1411377.18,1031012.0,517397.16,536625.99,669,0
2808237.55,1603990.22,4573025.82,910240.34,761,1
1016852.7,704536.53,2411637.75,265804.13,643,1
1570980.95,600242.27,948543.85,6895429.89,501,0
220561.29,189535.7,320951.53,5279880.56,660,0
530195.28,302774.35,966167.59,8766420.15,574,0
2961227.36,2315463.18,1423208.1,5010402.38,388,0
2898844.22,1320516.26,6770732.98,2257104.75,641,1
114325.94,30884.92,102665.77,8061216.36,701,0
2860254.18,1920941.42,1810738.91,2978522.35,767,1
1953447.82,401300.21,3271763.8,9360113.33,825,1
2616963.05,1394069.52,3221326.81,2541717.68,715,1
1418745.58,475224.91,3916954.85,1718820.5,743,1
1595228.48,1019610.79,4211703.25,4958573.72,521,0
1517655.08,1344026.1,2200678.77,552625.42,812,1
2033906.35,1067967.68,2192126.61,412296.7,776,1
504988.64,389976.86,493148.65,4985344.73,613,0
186923.41,103826.41,150041.71,2190313.46,718,0
992996.83,543256.67,1622202.88,143058.75,708,1
2143574.21,1824817.11,5176594.13,2995766.27,797,1
685375.01,564047.26,638954.44,4799805.17,634,0
2052954.06,1539839.39,1170763.3,3973172.58,575,0
2912744.93,1186591.2,4154889.14,1397921.19,601,0
372312.08,216501.67,77107.04,5817764.54,739,0
2050546.14,731487.35,4314014.88,7117813.26,458,1
1386875.64,708335.2,2156695.35,6771614.66,350,0
2617612.54,1410760.04,3897950.76,3967931.12,739,0
613734.39,480031.14,553180.98,1419081.7,677,0
2108615.26,1744288.41,5722824.65,5019893.4,651,0
2530534.34,1240554.08,686936.01,8909795.96,519,0
2839381.24,603065.02,7409285.91,4713792.35,479,1
2081419.28,1671882.74,2352244.42,1997026.44,586,0
1541806.82,496454.2,4073254.02,975880.37,686,1
1891757.0,1201866.09,4135918.76,9442070.05,591,0
2619824.45,569758.45,818727.05,7442943.62,740,0
1754768.27,841682.55,4377460.46,3164021.38,554,1
188122.47,167461.4,384998.38,2988756.44,598,0
2799751.22,757292.17,271311.96,8957423.94,720,0
2099627.58,1042643.99,842177.52,1816803.94,612,0
2061888.82,855694.1,3931783.14,5373621.03,617,1
725457.94,604713.95,1442066.39,7149367.54,585,0
2010767.86,1625782.38,4504028.12,3994084.0,567,0
1242206.78,455131.06,2684081.15,447028.31,685,1
1988575.63,510728.77,3934515.93,2316200.2,698,1
409119.79,261426.27,940450.49,9022990.97,672,0
2007751.38,874291.6,3463887.36,5255033.72,588,1
2998299.8,2010237.31,2345792.28,8163640.4,629,1
239814.91,53354.94,656404.55,5579071.15,809,1
2933805.13,860718.18,160309.25,9438840.85,507,0
1280033.09,871012.03,1407633.39,9095884.05,838,0
2625185.01,915295.58,5740258.09,4854736.02,659,1
2368917.9,1895871.94,3035692.78,3216826.55,631,1
1744347.16,420411.43,129959.48,6036604.43,745,0
2241502.71,786402.95,443689.12,6765132.43,443,0
2647695.13,2380257.2,5152182.01,5008633.17,788,0
1272006.93,640014.45,3681943.38,8231718.05,835,1
1048396.17,725569.79,1735715.16,1874118.79,758,1
2036020.82,667538.2,3095308.4,3377397.71,439,0
2442753.23,1531381.82,2332769.83,6879444.76,726,1
2310626.89,1636557.52,1779349.12,2504504.46,814,0
2413659.58,1014059.6,151951.81,4426455.21,804,0
1363191.61,1063600.24,1116269.36,9639148.79,509,0
2471719.23,1538379.03,3330224.74,6277465.93,751,1
448606.26,211915.36,266404.54,9493119.48,829,0
1679018.38,991207.96,439976.64,7238291.96,652,0
116700.12,70455.66,251276.77,7260434.36,504,0
1041298.91,328919.98,2794701.32,5938978.88,732,1
1162738.45,560338.38,3267662.72,1464975.52,755,1
1248900.81,550017.68,2315457.33,5221157.19,636,0
2116854.9,1017428.0,335148.4,2564028.7,530,1
1226818.49,898984.88,2726711.93,9986791.92,748,0
1401211.51,753539.16,462800.43,2706271.3,573,0
788877.98,677031.89,1585048.63,2345324.14,689,0
1182430.2,479562.34,2764637.09,6257637.39,805,1
759081.92,372703.53,1652972.33,5133940.69,484,0
312268.18,234472.73,891729.07,262461.49,740,0
1850000.92,1077102.38,4096713.92,1338855.13,629,1
2037817.12,1187883.75,4237904.25,8119877.27,631,0
1896522.0,450116.96,1489205.06,4862734.95,701,1
1444132.73,691768.12,4006466.18,1502851.39,572,1
1201378.76,467953.38,647100.58,4679163.5,532,0
2603667.58,2342089.04,7068149.92,2568833.38,471,0
1605337.18,667577.14,1505786.41,2274735.04,773,1
